"","Date","Id","Site","School","Opp","H1","Opp.H1","H2","Opp.H2","Final","Opp.Final","Conference","Opp.Conf","WWt","WWt.game"
"210",2018-11-06,105,"home","Loyola Marymount","Westcliff",34,15,41,28,75,43,"WCC",NA,0.999996734151385,0.707097145397736
"211",2018-11-06,106,"away","Eastern Ill.","Texas",28,38,31,33,59,71,"OVC","Big 12",0.0313100108969074,0.671458587858575
"212",2018-11-06,106,"home","Texas","Eastern Ill.",38,28,33,31,71,59,"Big 12","OVC",0.980818395367289,0.671458587858575
"213",2018-11-06,107,"away","Saint Leo","Rice",31,39,33,41,64,80,NA,"C-USA",0.0219595461206003,0.681663073490881
"214",2018-11-06,107,"home","Rice","Saint Leo",39,31,41,33,80,64,"C-USA",NA,0.985944307730641,0.681663073490881
"215",2018-11-06,108,"away","Virgin Islands","Louisiana",29,54,51,67,80,121,NA,"Sun Belt",1.35776089621913e-05,0.707094630099997
"216",2018-11-06,108,"home","Louisiana","Virgin Islands",54,29,67,51,121,80,"Sun Belt",NA,0.999996393327854,0.707094630099997
"217",2018-11-06,109,"away","Sewanee","Lipscomb",21,44,32,53,53,97,NA,"ASUN",3.06972261250351e-07,0.707106432063283
"218",2018-11-06,109,"home","Lipscomb","Sewanee",44,21,53,32,97,53,"ASUN",NA,0.999999813237399,0.707106432063283
"219",2018-11-06,110,"away","Lehigh","Monmouth",36,30,49,31,85,61,"Patriot","MAAC",0.994771355049366,0.700039190875228
"220",2018-11-06,110,"home","Monmouth","Lehigh",30,36,31,49,61,85,"MAAC","Patriot",0.00476654496706398,0.700039190875228
"221",2018-11-06,111,"away","Southeastern La.","LSU",18,48,45,46,63,94,"Southland","SEC",5.71549131901055e-06,0.707098434528862
"222",2018-11-06,111,"home","LSU","Southeastern La.",48,18,46,45,94,63,"SEC","Southland",0.99999391153475,0.707098434528862
"223",2018-11-06,112,"away","Cumberland (TN)","UT Martin",27,42,31,49,58,91,NA,"OVC",0.000160387011774076,0.70693600578098
"224",2018-11-06,112,"home","UT Martin","Cumberland (TN)",42,27,49,31,91,58,"OVC",NA,0.999918870975428,0.70693600578098
"225",2018-11-06,113,"away","UMES","Georgetown",21,31,32,37,53,68,"MEAC","Big East",0.0162507156551377,0.690812733843722
"226",2018-11-06,113,"home","Georgetown","UMES",31,21,37,32,68,53,"Big East","MEAC",0.993162106346859,0.690812733843722
"227",2018-11-06,114,"away","Western Ill.","Creighton",41,43,26,35,67,78,"Summit","Big East",0.112589765346078,0.581457956104224
"228",2018-11-06,114,"home","Creighton","Western Ill.",43,41,35,26,78,67,"Big East","Summit",0.933597353315602,0.581457956104224
"229",2018-11-06,115,"away","Norfolk St.","Michigan",13,32,31,31,44,63,"MEAC","Big Ten",0.000638037651633964,0.706467948544687
"230",2018-11-06,115,"home","Michigan","Norfolk St.",32,13,31,31,63,44,"Big Ten","MEAC",0.999734522402172,0.706467948544687
"231",2018-11-06,116,"away","Elon","Manhattan",32,21,30,35,62,56,"CAA","MAAC",0.956335739819857,0.626752745305985
"232",2018-11-06,116,"home","Manhattan","Elon",21,32,35,30,56,62,"MAAC","CAA",0.0703760989986095,0.626752745305985
"233",2018-11-06,117,"away","West Coast Baptist","Southern Utah",29,57,34,52,63,109,NA,"Big Sky",2.50602484812426e-07,0.707106468553693
"234",2018-11-06,117,"home","Southern Utah","West Coast Baptist",57,29,52,34,109,63,"Big Sky",NA,0.99999980847286,0.707106468553693
"235",2018-11-06,118,"away","IUPUI","Xavier",34,37,35,45,69,82,"Horizon","Big East",0.0836060433583208,0.619597681796088
"236",2018-11-06,118,"home","Xavier","IUPUI",37,34,45,35,82,69,"Big East","Horizon",0.958821708465689,0.619597681796088
"237",2018-11-06,119,"away","Spring Hill","New Orleans",22,50,44,45,66,95,NA,"Southland",3.2790287710409e-05,0.707066107296441
"238",2018-11-06,119,"home","New Orleans","Spring Hill",50,22,45,44,95,66,"Southland",NA,0.999975268688212,0.707066107296441
"239",2018-11-06,120,"away","Purdue Fort Wayne","UCLA",31,48,40,48,71,96,"Summit","Pac-12",0.00182483263071505,0.70539113047341
"240",2018-11-06,120,"home","UCLA","Purdue Fort Wayne",48,31,48,40,96,71,"Pac-12","Summit",0.99939778690653,0.70539113047341
"241",2018-11-06,121,"away","Tex. Permian Basin","UTEP",34,38,29,52,63,90,NA,"C-USA",0.004343840788141,0.700066305704665
"242",2018-11-06,121,"home","UTEP","Tex. Permian Basin",38,34,52,29,90,63,"C-USA",NA,0.994386290483793,0.700066305704665
"243",2018-11-06,122,"away","JWU (Denver)","Air Force",32,50,33,40,65,90,NA,"MWC",0.00112711016053508,0.705982651246379
"244",2018-11-06,122,"home","Air Force","JWU (Denver)",50,32,40,33,90,65,"MWC",NA,0.99953712939489,0.705982651246379
"245",2018-11-06,123,"away","Westminster (UT)","Utah Valley",27,42,44,54,71,96,NA,"WAC",0.00217441565938894,0.705069319205834
"246",2018-11-06,123,"home","Utah Valley","Westminster (UT)",42,27,54,44,96,71,"WAC",NA,0.999291931099739,0.705069319205834
"247",2018-11-06,124,"away","South Alabama","Auburn",33,52,25,49,58,101,"Sun Belt","SEC",4.59043700164313e-06,0.707098899177043
"248",2018-11-06,124,"home","Auburn","South Alabama",52,33,49,25,101,58,"SEC","Sun Belt",0.999993443590329,0.707098899177043
"249",2018-11-06,125,"away","UC Santa Barbara","Wyoming",39,35,37,31,76,66,"Big West","MWC",0.937574423756529,0.596470509268732
"250",2018-11-06,125,"home","Wyoming","UC Santa Barbara",35,39,31,37,66,76,"MWC","Big West",0.0946536146683412,0.596470509268732
"251",2018-11-06,126,"away","Idaho St.","Gonzaga",42,60,37,60,79,120,"Big Sky","WCC",5.50435209252783e-05,0.707019119112794
"252",2018-11-06,126,"home","Gonzaga","Idaho St.",60,42,60,37,120,79,"WCC","Big Sky",0.999931070530895,0.707019119112794
"253",2018-11-06,127,"away","Florida","Florida St.",20,31,40,50,60,81,"SEC","ACC",0.00545049857058135,0.702050133374634
"254",2018-11-06,127,"home","Florida St.","Florida",31,20,50,40,81,60,"ACC","SEC",0.998292264045164,0.702050133374634
"255",2018-11-06,128,"away","Utah St.","Montana St.",50,34,51,37,101,71,"MWC","Big Sky",0.999636952568942,0.706500713327064
"256",2018-11-06,128,"home","Montana St.","Utah St.",34,50,37,51,71,101,"Big Sky","MWC",0.000494070546433499,0.706500713327064
"257",2018-11-06,129,"away","UC Riverside","Oregon St.",27,28,32,44,59,72,"Big West","Pac-12",0.0866256923336952,0.614608488209631
"258",2018-11-06,129,"home","Oregon St.","UC Riverside",28,27,44,32,72,59,"Pac-12","Big West",0.954824444748445,0.614608488209631
"259",2018-11-06,130,"away","Centenary (LA)","Northwestern St.",39,55,23,47,62,102,NA,"Southland",1.9716886077597e-05,0.707049522117433
"260",2018-11-06,130,"home","Northwestern St.","Centenary (LA)",55,39,47,23,102,62,"Southland",NA,0.99993873947096,0.707049522117433
"261",2018-11-06,131,"away","UMBC","Marquette",24,37,18,30,42,67,"AE","Big East",0.000691324153978484,0.706440700341159
"262",2018-11-06,131,"home","Marquette","UMBC",37,24,30,18,67,42,"Big East","AE",0.999749246446055,0.706440700341159
"263",2018-11-06,132,"away","Winthrop","Vanderbilt",40,47,39,45,79,92,"Big South","SEC",0.0675270588356531,0.638213551161912
"264",2018-11-06,132,"home","Vanderbilt","Winthrop",47,40,45,39,92,79,"SEC","Big South",0.969343895291457,0.638213551161912
"265",2018-11-06,133,"away","Texas Southern","Baylor",27,40,45,29,72,69,"SWAC","Big 12",0.548852359251117,0.049531620988459
"266",2018-11-06,133,"home","Baylor","Texas Southern",40,27,29,45,69,72,"Big 12","SWAC",0.508174868399195,0.049531620988459
"267",2018-11-06,134,"away","North Dakota St.","New Mexico St.",20,36,36,37,56,73,"Summit","WAC",0.00406945067873755,0.702868153135471
"268",2018-11-06,134,"home","New Mexico St.","North Dakota St.",36,20,37,36,73,56,"WAC","Summit",0.998072816907307,0.702868153135471
"269",2018-11-06,135,"away","Duke","Kentucky",59,42,59,42,118,84,"ACC","SEC",0.999734694571951,0.706634103000898
"270",2018-11-06,135,"home","Kentucky","Duke",42,59,42,59,84,118,"SEC","ACC",0.000403171982684902,0.706634103000898
"271",2018-11-06,136,"away","Alas. Anchorage","Fresno St.",32,41,31,50,63,91,NA,"MWC",0.00155247000375586,0.704999721809007
"272",2018-11-06,136,"home","Fresno St.","Alas. Anchorage",41,32,50,31,91,63,"MWC",NA,0.998572630206894,0.704999721809007
"273",2018-11-06,137,"away","Weber St.","San Diego",32,25,34,58,66,83,"Big Sky","WCC",0.0943981870521234,0.575288616478074
"274",2018-11-06,137,"home","San Diego","Weber St.",25,32,58,34,83,66,"WCC","Big Sky",0.90797568748965,0.575288616478074
"275",2018-11-06,138,"away","San Francisco","UC Davis",46,26,30,16,76,42,"WCC","Big West",0.99999329330899,0.707097426651196
"276",2018-11-06,138,"home","UC Davis","San Francisco",26,46,16,30,42,76,"Big West","WCC",6.52261977087792e-06,0.707097426651196
"277",2018-11-06,139,"away","Idaho","UC Irvine",34,30,34,56,68,86,"Big Sky","Big West",0.05476151957912,0.622288641155132
"278",2018-11-06,139,"home","UC Irvine","Idaho",30,34,56,34,86,68,"Big West","Big Sky",0.934748028705372,0.622288641155132
"279",2018-11-06,140,"away","Ark.-Pine Bluff","San Diego St.",29,36,31,40,60,76,"SWAC","MWC",0.0244188567375394,0.680656612109491
"280",2018-11-06,140,"home","San Diego St.","Ark.-Pine Bluff",36,29,40,31,76,60,"MWC","SWAC",0.986945581950941,0.680656612109491
"281",2018-11-06,141,"away","Multnomah","Portland",56,54,47,57,103,111,NA,"WCC",0.220708539983161,0.433777052563008
"282",2018-11-06,141,"home","Portland","Multnomah",54,56,57,47,111,103,"WCC",NA,0.831901810317319,0.433777052563008
"283",2018-11-06,142,"away","New Mexico","CSUN",42,42,45,42,87,84,"MWC","Big West",0.792753515171676,0.341258303488349
"284",2018-11-06,142,"home","CSUN","New Mexico",42,42,42,45,84,87,"Big West","MWC",0.324635781715957,0.341258303488349
"285",2018-11-06,143,"away","Seattle U","Stanford",36,40,38,56,74,96,"WAC","Pac-12",0.014318858884522,0.68703358339504
"286",2018-11-06,143,"home","Stanford","Seattle U",40,36,56,38,96,74,"Pac-12","WAC",0.985931038191014,0.68703358339504
"287",2018-11-06,144,"away","Western Ky.","Washington",36,27,19,46,55,73,"C-USA","Pac-12",0.0626464480917057,0.601538461740708
"288",2018-11-06,144,"home","Washington","Western Ky.",27,36,46,19,73,55,"Pac-12","C-USA",0.913001684726075,0.601538461740708
"289",2018-11-06,145,"away","Portland St.","Oregon",29,45,28,39,57,84,"Big Sky","Pac-12",0.000604972557891393,0.70648769285586
"290",2018-11-06,145,"home","Oregon","Portland St.",45,29,39,28,84,57,"Pac-12","Big Sky",0.999729393495011,0.70648769285586
"291",2018-11-06,146,"away","Robert Morris","Southern California",35,37,27,46,62,83,"NEC","Pac-12",0.0189911274456172,0.681532787407715
"292",2018-11-06,146,"home","Southern California","Robert Morris",37,35,46,27,83,62,"Pac-12","NEC",0.982822332577617,0.681532787407715
"293",2018-11-06,147,"away","BYU","Nevada",34,34,36,52,70,86,"WCC","MWC",0.0557458727591556,0.632758893863356
"294",2018-11-06,147,"home","Nevada","BYU",34,34,52,36,86,70,"MWC","WCC",0.950579724568976,0.632758893863356
"295",2018-11-07,1,"away","Ohio St.","Cincinnati",27,18,37,38,64,56,"Big Ten","AAC",0.96575759804325,0.638547962704657
"296",2018-11-07,1,"home","Cincinnati","Ohio St.",18,27,38,37,56,64,"AAC","Big Ten",0.0631781134841679,0.638547962704657
"297",2018-11-07,2,"away","North Florida","Dayton",35,41,35,37,70,78,"ASUN","A10",0.108193363584259,0.581714931017985
"298",2018-11-07,2,"home","Dayton","North Florida",41,35,37,35,78,70,"A10","ASUN",0.929976534975855,0.581714931017985
"299",2018-11-07,3,"away","Washington Adventist","Howard",40,46,51,69,91,115,NA,"MEAC",0.0121306724191051,0.690806309176443
"300",2018-11-07,3,"home","Howard","Washington Adventist",46,40,69,51,115,91,"MEAC",NA,0.989077576672398,0.690806309176443
"301",2018-11-07,4,"away","Bucknell","St. Bonaventure",31,35,40,36,88,85,"Patriot","A10",0.750729020808979,0.286106204025327
"302",2018-11-07,4,"home","St. Bonaventure","Bucknell",35,31,36,40,85,88,"A10","Patriot",0.362189557340699,0.286106204025327
"303",2018-11-07,5,"away","Carver","Ga. Southern",26,61,25,78,51,139,NA,"Sun Belt",1.22386639028122e-17,0.707106781186501
"304",2018-11-07,5,"home","Ga. Southern","Carver",61,26,78,25,139,51,"Sun Belt",NA,0.999999999999934,0.707106781186501
"305",2018-11-07,6,"away","Marshall","Eastern Ky.",57,38,48,39,105,77,"C-USA","OVC",0.999587537098459,0.706217292212173
"306",2018-11-07,6,"home","Eastern Ky.","Marshall",38,57,39,48,77,105,"OVC","C-USA",0.000845558373572896,0.706217292212173
"307",2018-11-07,7,"away","Lafayette","Saint Peter's",40,33,39,46,86,93,"Patriot","MAAC",0.288273037702328,0.365664801358836
"308",2018-11-07,7,"home","Saint Peter's","Lafayette",33,40,46,39,93,86,"MAAC","Patriot",0.798131582340746,0.365664801358836
"309",2018-11-07,8,"away","Medgar Evers","St. Francis Brooklyn",17,46,25,46,42,92,NA,"NEC",5.46630763568431e-10,0.707106780587055
"310",2018-11-07,8,"home","St. Francis Brooklyn","Medgar Evers",46,17,46,25,92,42,"NEC",NA,0.99999999969882,0.707106780587055
"311",2018-11-07,9,"away","High Point","William & Mary",30,34,39,45,69,79,"Big South","CAA",0.0952338760745831,0.596311714944153
"312",2018-11-07,9,"home","William & Mary","High Point",34,30,45,39,79,69,"CAA","Big South",0.937895017443714,0.596311714944153
"313",2018-11-07,10,"away","Wilberforce","Ohio",29,48,32,49,61,97,NA,"MAC",3.39645329969397e-05,0.707068385601744
"314",2018-11-07,10,"home","Ohio","Wilberforce",48,29,49,32,97,61,"MAC",NA,0.999979664883347,0.707068385601744
"315",2018-11-07,11,"away","Webber Int'l","FIU",42,57,42,53,84,110,NA,"C-USA",0.00292901165495376,0.70391891421019
"316",2018-11-07,11,"home","FIU","Webber Int'l",57,42,53,42,110,84,"C-USA",NA,0.998419773211829,0.70391891421019
"317",2018-11-07,12,"away","Florida Tech","Fla. Atlantic",20,40,32,58,52,98,NA,"C-USA",1.73306641661914e-07,0.707106307403828
"318",2018-11-07,12,"home","Fla. Atlantic","Florida Tech",40,20,58,32,98,52,"C-USA",NA,0.999999503276641,0.707106307403828
"319",2018-11-07,13,"away","Johnson (FL)","Stetson",34,60,32,56,66,116,NA,"ASUN",1.78218628411866e-07,0.707106370513752
"320",2018-11-07,13,"home","Stetson","Johnson (FL)",60,34,56,32,116,66,"ASUN",NA,0.999999597439566,0.707106370513752
"321",2018-11-07,14,"away","Western Caro.","Wright St.",26,52,47,44,73,96,"SoCon","Horizon",0.000380437929905174,0.706615122592149
"322",2018-11-07,14,"home","Wright St.","Western Caro.",52,26,44,47,96,73,"Horizon","SoCon",0.99968512552687,0.706615122592149
"323",2018-11-07,15,"away","Oglethorpe","Kennesaw St.",31,32,26,36,57,68,NA,"ASUN",0.115183574244639,0.585449192185105
"324",2018-11-07,15,"home","Kennesaw St.","Oglethorpe",32,31,36,26,68,57,"ASUN",NA,0.941210919061463,0.585449192185105
"325",2018-11-07,16,"away","Bethune-Cookman","DePaul",31,43,27,37,58,80,"MEAC","Big East",0.00316589428988977,0.703379702786263
"326",2018-11-07,16,"home","DePaul","Bethune-Cookman",43,31,37,27,80,58,"Big East","MEAC",0.997894444330248,0.703379702786263
"327",2018-11-07,17,"away","St. Edward's","UTSA",34,32,43,44,77,76,NA,"C-USA",0.787846017656416,0.33064468282775
"328",2018-11-07,17,"home","UTSA","St. Edward's",32,34,44,43,76,77,"C-USA",NA,0.337302193003085,0.33064468282775
"329",2018-11-07,18,"away","Wis.-Parkside","Bradley",28,40,30,34,58,74,NA,"MVC",0.011005814351458,0.694683721973638
"330",2018-11-07,18,"home","Bradley","Wis.-Parkside",40,28,34,30,74,58,"MVC",NA,0.993426955057246,0.694683721973638
"331",2018-11-07,19,"away","Howard Payne","A&M-Corpus Christi",12,43,22,38,34,81,NA,"Southland",1.05771280791451e-10,0.707106781103041
"332",2018-11-07,19,"home","A&M-Corpus Christi","Howard Payne",43,12,38,22,81,34,"Southland",NA,0.999999999987675,0.707106781103041
"333",2018-11-07,20,"away","York (NE)","South Dakota",32,45,26,38,58,83,NA,"Summit",0.00202058693852081,0.705113013999482
"334",2018-11-07,20,"home","South Dakota","York (NE)",45,32,38,26,83,58,"Summit",NA,0.999200227041594,0.705113013999482
"335",2018-11-07,21,"away","CSU Bakersfield","TCU",37,28,24,38,61,66,"WAC","Big 12",0.396608994647952,0.220155514543778
"336",2018-11-07,21,"home","TCU","CSU Bakersfield",28,37,38,24,66,61,"Big 12","WAC",0.694367565700475,0.220155514543778
"337",2018-11-07,22,"away","Houston Baptist","Arizona",24,33,36,57,60,90,"Southland","Pac-12",0.000696866551821957,0.706133314937871
"338",2018-11-07,22,"home","Arizona","Houston Baptist",33,24,57,36,90,60,"Pac-12","Southland",0.999320177234986,0.706133314937871
"339",2018-11-07,23,"away","Colo. Christian","Colorado St.",29,53,37,47,66,100,NA,"MWC",2.88389217590933e-05,0.70707481707774
"340",2018-11-07,23,"home","Colorado St.","Colo. Christian",53,29,47,37,100,66,"MWC",NA,0.999983634767774,0.70707481707774
"341",2018-11-07,24,"away","Savannah St.","Texas A&M",37,53,46,45,83,98,"MEAC","SEC",0.0172428553766426,0.688345449050723
"342",2018-11-07,24,"home","Texas A&M","Savannah St.",53,37,45,46,98,83,"SEC","MEAC",0.990678098700099,0.688345449050723
"343",2018-11-07,25,"away","Cal St. Dom. Hills","Pepperdine",33,51,33,49,66,100,NA,"WCC",9.71853381716535e-05,0.706979031418869
"344",2018-11-07,25,"home","Pepperdine","Cal St. Dom. Hills",51,33,49,33,100,66,"WCC",NA,0.999916519790199,0.706979031418869
"345",2018-11-07,26,"away","LIFE Pacific","San Jose St.",38,49,34,40,72,89,NA,"MWC",0.0218723986532825,0.685485138591499
"346",2018-11-07,26,"home","San Jose St.","LIFE Pacific",49,38,40,34,89,72,"MWC",NA,0.991206547248956,0.685485138591499
"347",2018-11-07,27,"away","McNeese","Saint Mary's (CA)",23,34,42,53,65,87,"Southland","WCC",0.00444899152619998,0.702486271664513
"348",2018-11-07,27,"home","Saint Mary's (CA)","McNeese",34,23,53,42,87,65,"WCC","Southland",0.997911799295526,0.702486271664513
"349",2018-11-07,28,"away","Menlo","Cal Poly",31,35,44,47,75,82,NA,"Big West",0.162858852242008,0.530592625673662
"350",2018-11-07,28,"home","Cal Poly","Menlo",35,31,47,44,82,75,"Big West",NA,0.909712558884512,0.530592625673662
"351",2018-11-08,1,"away","Siena","George Washington",39,32,30,29,69,61,"MAAC","A10",0.945516213959039,0.599740972569794
"352",2018-11-08,1,"home","George Washington","Siena",32,39,29,30,61,69,"A10","MAAC",0.0984971515934586,0.599740972569794
"353",2018-11-08,2,"away","Me.-Fort Kent","Liberty",21,29,19,60,40,89,NA,"ASUN",1.01848106148099e-07,0.707100150012441
"354",2018-11-08,2,"home","Liberty","Me.-Fort Kent",29,21,60,19,89,40,"ASUN",NA,0.999990723909666,0.707100150012441
"355",2018-11-08,3,"away","Earlham","Purdue Fort Wayne",22,46,29,66,51,112,NA,"Summit",1.98529681676167e-10,0.707106777391117
"356",2018-11-08,3,"home","Purdue Fort Wayne","Earlham",46,22,66,29,112,51,"Summit",NA,0.999999994830981,0.707106777391117
"357",2018-11-08,4,"away","Nicholls St.","Louisville",25,35,47,50,72,85,"Southland","ACC",0.0347183121204056,0.670763698225534
"358",2018-11-08,4,"home","Louisville","Nicholls St.",35,25,50,47,85,72,"ACC","Southland",0.983153070756164,0.670763698225534
"359",2018-11-08,5,"away","St. Andrews","UNC Asheville",22,42,25,45,47,87,NA,"Big South",1.01525248529635e-06,0.707104930636848
"360",2018-11-08,5,"home","UNC Asheville","St. Andrews",42,22,45,25,87,47,"Big South",NA,0.99999839817983,0.707104930636848
"361",2018-11-08,6,"away","SUNY Canton","Cornell",18,42,26,44,44,86,NA,"Ivy",8.35347981040811e-08,0.707106673377793
"362",2018-11-08,6,"home","Cornell","SUNY Canton",42,18,44,26,86,44,"Ivy",NA,0.999999931070194,0.707106673377793
"363",2018-11-08,7,"away","Hiwassee","ETSU",19,58,25,51,44,109,NA,"SoCon",7.26619909382815e-14,0.707106781186458
"364",2018-11-08,7,"home","ETSU","Hiwassee",58,19,51,25,109,44,"SoCon",NA,0.999999999999946,0.707106781186458
"365",2018-11-08,8,"away","Mid-Atlantic Christ.","Norfolk St.",21,52,29,56,50,108,NA,"MEAC",8.204519267799e-11,0.707106781033191
"366",2018-11-08,8,"home","Norfolk St.","Mid-Atlantic Christ.",52,21,56,29,108,50,"MEAC",NA,0.999999999865166,0.707106781033191
"367",2018-11-08,9,"away","Southeastern (FL)","FGCU",24,35,30,46,54,81,NA,"ASUN",0.00111006795098954,0.705961512777385
"368",2018-11-08,9,"home","FGCU","Southeastern (FL)",35,24,46,30,81,54,"ASUN",NA,0.999490233361042,0.705961512777385
